time,lat,lon
 13:51:01,57.80113,-152.15417
 13:51:01,57.80114,-152.15417
 13:51:01,57.80115,-152.15417
 13:51:02,57.80115,-152.15417
 13:51:02,57.80116,-152.15417
 13:51:02,57.80117,-152.15417
 13:51:02,57.80117,-152.15417
 13:51:02,57.80118,-152.15417
 13:51:03,57.80119,-152.15417
 13:51:03,57.80119,-152.15417
 13:51:03,57.8012,-152.15417
 13:51:03,57.80121,-152.15417
 13:51:03,57.80121,-152.15417
 13:51:04,57.80122,-152.15417
 13:51:04,57.80123,-152.15417
 13:51:04,57.80123,-152.15417
 13:51:04,57.80124,-152.15417
 13:51:04,57.80124,-152.15417
 13:51:05,57.80124,-152.15417
 13:51:05,57.80125,-152.15417
 13:51:05,57.80125,-152.15417
 13:51:05,57.80126,-152.15417
 13:51:05,57.80126,-152.15417
 13:51:06,57.80127,-152.15417
 13:51:06,57.80128,-152.15417
 13:51:06,57.80128,-152.15417
 13:51:06,57.80129,-152.15417
 13:51:06,57.8013,-152.15417
 13:51:07,57.8013,-152.15417
 13:51:07,57.80131,-152.15417
 13:51:07,57.80132,-152.15417
 13:51:07,57.80132,-152.15417
 13:51:07,57.80133,-152.15417
 13:51:08,57.80134,-152.15418
 13:51:08,57.80134,-152.15418
 13:51:08,57.80135,-152.15418
 13:51:08,57.80136,-152.15418
 13:51:08,57.80136,-152.15418
 13:51:09,57.80137,-152.15418
 13:51:09,57.80138,-152.15418
 13:51:09,57.80138,-152.15418
 13:51:09,57.80139,-152.15418
 13:51:09,57.8014,-152.15418
 13:51:10,57.8014,-152.15418
 13:51:10,57.80141,-152.15418
 13:51:10,57.80142,-152.15418
 13:51:10,57.80142,-152.15418
 13:51:10,57.80142,-152.15418
 13:51:11,57.80143,-152.15418
 13:51:11,57.80143,-152.15418
 13:51:11,57.80143,-152.15418
 13:51:11,57.80144,-152.15418
 13:51:11,57.80145,-152.15418
 13:51:12,57.80145,-152.15418
 13:51:12,57.80146,-152.15418
 13:51:12,57.80147,-152.15418
 13:51:12,57.80147,-152.15418
 13:51:12,57.80148,-152.15418
 13:51:13,57.80149,-152.15418
 13:51:13,57.80149,-152.15418
 13:51:13,57.8015,-152.15418
 13:51:13,57.80151,-152.15418
 13:51:13,57.80151,-152.15418
 13:51:14,57.80152,-152.15418
 13:51:14,57.80153,-152.15418
 13:51:14,57.80153,-152.15418
 13:51:14,57.80154,-152.15418
 13:51:14,57.80154,-152.15418
 13:51:15,57.80154,-152.15417
 13:51:15,57.80155,-152.15417
 13:51:15,57.80155,-152.15417
 13:51:15,57.80156,-152.15417
 13:51:15,57.80156,-152.15417
 13:51:16,57.80157,-152.15417
 13:51:16,57.80158,-152.15417
 13:51:16,57.80158,-152.15417
 13:51:16,57.80159,-152.15417
 13:51:16,57.8016,-152.15417
 13:51:17,57.8016,-152.15417
 13:51:17,57.80161,-152.15417
 13:51:17,57.80162,-152.15417
 13:51:17,57.80162,-152.15417
 13:51:17,57.80163,-152.15417
 13:51:18,57.80164,-152.15417
 13:51:18,57.80164,-152.15417
 13:51:18,57.80165,-152.15417
 13:51:18,57.80166,-152.15417
 13:51:18,57.80166,-152.15417
 13:51:19,57.80167,-152.15417
 13:51:19,57.80168,-152.15417
 13:51:19,57.80168,-152.15417
 13:51:19,57.80169,-152.15416
 13:51:19,57.80169,-152.15416
 13:51:20,57.80169,-152.15416
 13:51:20,57.8017,-152.15415
 13:51:20,57.8017,-152.15415
 13:51:20,57.80171,-152.15415
 13:51:20,57.80171,-152.15415
 13:51:21,57.80172,-152.15415
 13:51:21,57.80173,-152.15415
 13:51:21,57.80173,-152.15415
 13:51:21,57.80174,-152.15415
 13:51:21,57.80175,-152.15415
 13:51:22,57.80175,-152.15415
 13:51:22,57.80176,-152.15415
 13:51:22,57.80177,-152.15415
 13:51:22,57.80177,-152.15415
 13:51:22,57.80177,-152.15416
 13:51:23,57.80178,-152.15416
 13:51:23,57.80178,-152.15416
 13:51:23,57.80178,-152.15417
 13:51:23,57.80179,-152.15417
 13:51:23,57.8018,-152.15417
 13:51:24,57.8018,-152.15417
 13:51:24,57.80181,-152.15417
 13:51:24,57.80182,-152.15417
 13:51:24,57.80182,-152.15417
 13:51:24,57.80183,-152.15417
 13:51:25,57.80184,-152.15417
 13:51:25,57.80184,-152.15417
 13:51:25,57.80185,-152.15417
 13:51:25,57.80185,-152.15417
 13:51:25,57.80186,-152.15417
 13:51:26,57.80186,-152.15417
 13:51:26,57.80186,-152.15417
 13:51:26,57.80187,-152.15417
 13:51:26,57.80187,-152.15417
 13:51:26,57.80188,-152.15417
 13:51:27,57.80189,-152.15417
 13:51:27,57.80189,-152.15417
 13:51:27,57.8019,-152.15417
 13:51:27,57.80191,-152.15417
 13:51:27,57.80191,-152.15417
 13:51:28,57.80192,-152.15417
 13:51:28,57.80193,-152.15417
 13:51:28,57.80193,-152.15417
 13:51:28,57.80194,-152.15417
 13:51:28,57.80194,-152.15417
 13:51:29,57.80194,-152.15417
 13:51:29,57.80195,-152.15417
 13:51:29,57.80195,-152.15417
 13:51:29,57.80196,-152.15417
 13:51:29,57.80196,-152.15417
 13:51:30,57.80197,-152.15418
 13:51:30,57.80198,-152.15418
 13:51:30,57.80198,-152.15418
 13:51:30,57.80199,-152.15418
 13:51:30,57.802,-152.15418
 13:51:31,57.802,-152.15418
 13:51:31,57.80201,-152.15418
 13:51:31,57.80202,-152.15418
 13:51:31,57.80202,-152.15418
 13:51:31,57.80202,-152.15418
 13:51:32,57.80203,-152.15418
 13:51:32,57.80203,-152.15418
 13:51:32,57.80203,-152.15418
 13:51:32,57.80204,-152.15419
 13:51:32,57.80205,-152.15419
 13:51:33,57.80205,-152.15419
 13:51:33,57.80206,-152.1542
 13:51:33,57.80207,-152.1542
 13:51:33,57.80207,-152.1542
 13:51:33,57.80208,-152.1542
 13:51:34,57.80209,-152.1542
 13:51:34,57.80209,-152.1542
 13:51:34,57.8021,-152.1542
 13:51:34,57.8021,-152.1542
 13:51:34,57.80211,-152.15421
 13:51:35,57.80211,-152.15421
 13:51:35,57.80211,-152.15421
 13:51:35,57.80212,-152.15422
 13:51:35,57.80212,-152.15422
 13:51:35,57.80213,-152.15422
 13:51:36,57.80214,-152.15422
 13:51:36,57.80214,-152.15422
 13:51:36,57.80215,-152.15422
 13:51:36,57.80215,-152.15422
 13:51:36,57.80216,-152.15422
 13:51:37,57.80216,-152.15422
 13:51:37,57.80216,-152.15422
 13:51:37,57.80217,-152.15422
 13:51:37,57.80217,-152.15422
 13:51:37,57.80218,-152.15422
 13:51:38,57.80219,-152.15423
 13:51:38,57.80219,-152.15423
 13:51:38,57.8022,-152.15423
 13:51:38,57.80221,-152.15423
 13:51:38,57.80221,-152.15423
 13:51:39,57.80222,-152.15423
 13:51:39,57.80223,-152.15423
 13:51:39,57.80223,-152.15423
 13:51:39,57.80224,-152.15423
 13:51:39,57.80224,-152.15423
 13:51:40,57.80224,-152.15423
 13:51:40,57.80225,-152.15423
 13:51:40,57.80225,-152.15423
 13:51:40,57.80226,-152.15424
 13:51:40,57.80226,-152.15424
 13:51:41,57.80227,-152.15424
 13:51:41,57.80228,-152.15425
 13:51:41,57.80228,-152.15425
 13:51:41,57.80229,-152.15425
 13:51:41,57.80229,-152.15425
 13:51:42,57.80229,-152.15425
 13:51:42,57.8023,-152.15425
 13:51:42,57.8023,-152.15425
 13:51:42,57.80231,-152.15425
 13:51:42,57.80231,-152.15425
 13:51:43,57.80232,-152.15425
 13:51:43,57.80233,-152.15425
 13:51:43,57.80233,-152.15425
 13:51:43,57.80234,-152.15425
 13:51:43,57.80235,-152.15425
 13:51:44,57.80235,-152.15425
 13:51:44,57.80236,-152.15425
 13:51:44,57.80237,-152.15425
 13:51:44,57.80237,-152.15425
 13:51:44,57.80237,-152.15426
 13:51:45,57.80238,-152.15426
 13:51:45,57.80238,-152.15426
 13:51:45,57.80238,-152.15427
 13:51:45,57.80239,-152.15427
 13:51:45,57.8024,-152.15427
 13:51:46,57.8024,-152.15427
 13:51:46,57.80241,-152.15427
 13:51:46,57.80242,-152.15427
 13:51:46,57.80242,-152.15427
 13:51:46,57.80242,-152.15427
 13:51:47,57.80243,-152.15427
 13:51:47,57.80243,-152.15427
 13:51:47,57.80243,-152.15427
 13:51:47,57.80244,-152.15427
 13:51:47,57.80245,-152.15427
 13:51:48,57.80245,-152.15427
 13:51:48,57.80246,-152.15427
 13:51:48,57.80247,-152.15427
 13:51:48,57.80247,-152.15427
 13:51:48,57.80248,-152.15427
 13:51:49,57.80249,-152.15428
 13:51:49,57.80249,-152.15428
 13:51:49,57.8025,-152.15428
 13:51:49,57.8025,-152.15428
 13:51:49,57.80251,-152.15428
 13:51:50,57.80251,-152.15428
 13:51:50,57.80251,-152.15428
 13:51:50,57.80252,-152.15428
 13:51:50,57.80252,-152.15428
 13:51:50,57.80253,-152.15428
 13:51:51,57.80254,-152.15428
 13:51:51,57.80254,-152.15428
 13:51:51,57.80255,-152.15428
 13:51:51,57.80256,-152.15429
 13:51:51,57.80256,-152.15429
 13:51:52,57.80257,-152.15429
 13:51:52,57.80258,-152.1543
 13:51:52,57.80258,-152.1543
 13:51:52,57.80259,-152.1543
 13:51:52,57.80259,-152.15431
 13:51:53,57.80259,-152.15431
 13:51:53,57.8026,-152.15431
 13:51:53,57.8026,-152.15432
 13:51:53,57.80261,-152.15432
 13:51:53,57.80261,-152.15432
 13:51:54,57.80262,-152.15432
 13:51:54,57.80263,-152.15432
 13:51:54,57.80263,-152.15432
 13:51:54,57.80264,-152.15432
 13:51:54,57.80264,-152.15432
 13:51:55,57.80264,-152.15432
 13:51:55,57.80265,-152.15432
 13:51:55,57.80265,-152.15432
 13:51:55,57.80266,-152.15432
 13:51:55,57.80266,-152.15432
 13:51:56,57.80267,-152.15433
 13:51:56,57.80268,-152.15433
 13:51:56,57.80268,-152.15433
 13:51:56,57.80269,-152.15433
 13:51:56,57.80269,-152.15433
 13:51:57,57.80269,-152.15433
 13:51:57,57.8027,-152.15433
 13:51:57,57.8027,-152.15433
 13:51:57,57.80271,-152.15434
 13:51:57,57.80271,-152.15434
 13:51:58,57.80272,-152.15434
 13:51:58,57.80273,-152.15435
 13:51:58,57.80273,-152.15435
 13:51:58,57.80274,-152.15435
 13:51:58,57.80275,-152.15435
 13:51:59,57.80275,-152.15435
 13:51:59,57.80276,-152.15435
 13:51:59,57.80277,-152.15435
 13:51:59,57.80277,-152.15435
 13:51:59,57.80277,-152.15436
 13:52:00,57.80278,-152.15436
 13:52:00,57.80278,-152.15436
 13:52:00,57.80278,-152.15437
 13:52:00,57.80279,-152.15437
 13:52:00,57.8028,-152.15437
 13:52:01,57.8028,-152.15437
 13:52:01,57.80281,-152.15437
 13:52:01,57.80282,-152.15437
 13:52:01,57.80282,-152.15437
 13:52:01,57.80282,-152.15437
 13:52:02,57.80283,-152.15438
 13:52:02,57.80283,-152.15438
 13:52:02,57.80283,-152.15438
 13:52:02,57.80284,-152.15438
 13:52:02,57.80285,-152.15438
 13:52:03,57.80285,-152.15438
 13:52:03,57.80286,-152.15438
 13:52:03,57.80287,-152.15438
 13:52:03,57.80287,-152.15439
 13:52:03,57.80288,-152.15439
 13:52:04,57.80289,-152.15439
 13:52:04,57.80289,-152.1544
 13:52:04,57.8029,-152.1544
 13:52:04,57.8029,-152.1544
 13:52:04,57.80291,-152.1544
 13:52:05,57.80291,-152.1544
 13:52:05,57.80291,-152.1544
 13:52:05,57.80292,-152.1544
 13:52:05,57.80292,-152.1544
 13:52:05,57.80293,-152.1544
 13:52:06,57.80294,-152.1544
 13:52:06,57.80294,-152.1544
 13:52:06,57.80295,-152.1544
 13:52:06,57.80295,-152.1544
 13:52:06,57.80296,-152.1544
 13:52:07,57.80296,-152.1544
 13:52:07,57.80296,-152.1544
 13:52:07,57.80297,-152.1544
 13:52:07,57.80297,-152.1544
 13:52:07,57.80298,-152.15441
 13:52:08,57.80299,-152.15441
 13:52:08,57.80299,-152.15441
 13:52:08,57.803,-152.15442
 13:52:08,57.80301,-152.15442
 13:52:08,57.80301,-152.15442
 13:52:09,57.80302,-152.15442
 13:52:09,57.80303,-152.15442
 13:52:09,57.80303,-152.15442
 13:52:09,57.80304,-152.15442
 13:52:09,57.80304,-152.15442
 13:52:10,57.80304,-152.15443
 13:52:10,57.80305,-152.15443
 13:52:10,57.80305,-152.15443
 13:52:10,57.80306,-152.15443
 13:52:10,57.80306,-152.15443
 13:52:11,57.80307,-152.15443
 13:52:11,57.80308,-152.15443
 13:52:11,57.80308,-152.15443
