time,lat,lon,depth
 13:59:59.67,57.80289,-152.15263,30.31084
 13:59:59.87,57.80290,-152.15263,30.81718
 14:00:03.07,57.80299,-152.15265,31.06363
 14:00:04.27,57.80303,-152.15265,31.59984
 14:00:05.67,57.80307,-152.15267,31.82985
 14:00:06.27,57.80308,-152.15267,32.39145
 14:00:18.87,57.80345,-152.15272,34.70298
 14:00:18.87,57.80345,-152.15272,33.08673
 14:00:19.87,57.80348,-152.15272,33.93362
 14:00:24.67,57.80362,-152.15272,37.66393
 14:00:28.27,57.80373,-152.15272,38.80506
 14:01:05.88,57.80481,-152.15282,39.01715
 14:01:07.28,57.80484,-152.15282,41.68326
 14:01:18.88,57.80518,-152.15285,37.42376
 14:01:19.88,57.80521,-152.15286,41.15644
 14:01:19.08,57.80519,-152.15285,40.66969
 14:01:28.48,57.80545,-152.15287,40.51376
 14:01:51.48,57.80610,-152.15290,42.01657
 14:02:51.68,57.80618,-152.15203,42.46742
 14:03:08.88,57.80575,-152.15205,41.19186
 14:03:13.48,57.80563,-152.15205,40.66312
 14:04:04.48,57.80443,-152.15192,40.29270
 14:04:07.08,57.80437,-152.15190,40.15131
 14:04:18.08,57.80411,-152.15187,37.17104
 14:04:17.68,57.80413,-152.15187,35.42350
 14:04:17.68,57.80413,-152.15187,34.52136
 14:04:19.88,57.80407,-152.15187,37.06947
 14:04:20.48,57.80405,-152.15187,35.27414
 14:04:20.08,57.80406,-152.15187,34.17882
 14:04:21.88,57.80403,-152.15187,37.00077
 14:04:21.88,57.80403,-152.15187,32.12559
 14:04:21.28,57.80404,-152.15187,37.68410
 14:04:23.08,57.80400,-152.15187,37.90889
 14:04:22.88,57.80400,-152.15187,35.11880
 14:04:22.48,57.80402,-152.15187,33.15519
 14:04:23.28,57.80399,-152.15187,34.77826
 14:04:22.28,57.80402,-152.15187,34.77826
 14:04:24.68,57.80396,-152.15185,35.60274
 14:04:24.28,57.80397,-152.15185,33.04267
 14:04:24.08,57.80397,-152.15186,30.44079
 14:04:22.88,57.80400,-152.15187,34.42427
 14:04:25.28,57.80394,-152.15185,38.99624
 14:04:24.48,57.80397,-152.15185,32.11215
 14:04:24.68,57.80396,-152.15185,34.12405
 14:04:25.88,57.80393,-152.15185,33.01579
 14:04:25.68,57.80393,-152.15185,29.51594
 14:04:25.48,57.80393,-152.15185,30.44975
 14:04:26.28,57.80392,-152.15185,35.51824
 14:04:26.08,57.80392,-152.15185,32.64281
 14:04:26.48,57.80392,-152.15185,33.79503
 14:04:26.88,57.80391,-152.15185,34.75436
 14:04:28.08,57.80388,-152.15185,32.67674
 14:04:28.48,57.80387,-152.15185,29.28024
 14:04:28.88,57.80386,-152.15184,32.00013
 14:04:27.88,57.80389,-152.15185,35.45039
 14:04:29.28,57.80385,-152.15184,34.98139
 14:04:29.28,57.80385,-152.15184,32.76486
 14:04:28.08,57.80388,-152.15185,33.61025
 14:04:28.68,57.80386,-152.15185,33.92818
 14:04:29.28,57.80385,-152.15184,31.33397
 14:04:30.08,57.80384,-152.15183,35.44143
 14:04:30.08,57.80384,-152.15183,33.00981
 14:04:30.88,57.80382,-152.15183,33.08898
 14:04:31.08,57.80381,-152.15183,30.60568
 14:04:31.08,57.80381,-152.15183,34.41262
 14:04:31.08,57.80381,-152.15183,30.19285
 14:04:30.68,57.80383,-152.15183,32.61208
 14:04:31.68,57.80380,-152.15183,29.30713
 14:04:32.28,57.80379,-152.15183,31.67750
 14:04:32.48,57.80378,-152.15183,34.27640
 14:04:32.88,57.80377,-152.15183,31.39670
 14:04:32.48,57.80378,-152.15183,33.01459
 14:04:31.88,57.80379,-152.15183,33.85699
 14:04:33.08,57.80376,-152.15183,24.82358
 14:04:32.88,57.80377,-152.15183,28.85072
 14:04:33.48,57.80375,-152.15183,32.80668
 14:04:32.48,57.80378,-152.15183,31.08603
 14:04:34.08,57.80374,-152.15183,31.07408
 14:04:34.88,57.80373,-152.15183,29.77165
 14:04:34.68,57.80373,-152.15183,32.96202
 14:04:34.28,57.80374,-152.15183,32.04878
 14:04:34.68,57.80373,-152.15183,31.03226
 14:04:35.68,57.80371,-152.15184,30.66035
 14:04:36.28,57.80369,-152.15185,23.92860
 14:04:36.08,57.80370,-152.15184,29.53267
 14:04:36.08,57.80370,-152.15184,28.16809
 14:04:35.68,57.80371,-152.15184,31.26270
 14:04:36.08,57.80370,-152.15184,32.10255
 14:04:36.48,57.80368,-152.15185,25.95225
 14:04:37.28,57.80367,-152.15185,29.59839
 14:04:38.28,57.80364,-152.15185,27.81202
 14:04:38.68,57.80363,-152.15185,27.31016
 14:04:38.48,57.80363,-152.15185,25.72244
 14:04:38.88,57.80363,-152.15186,24.31695
 14:04:38.68,57.80363,-152.15185,29.03678
 14:04:39.28,57.80362,-152.15186,23.50442
 14:04:39.48,57.80362,-152.15187,28.79781
 14:04:39.48,57.80362,-152.15187,24.69184
 14:04:40.28,57.80360,-152.15187,28.76196
 14:04:40.08,57.80361,-152.15187,23.87364
 14:04:40.88,57.80359,-152.15187,25.41027
 14:04:40.48,57.80360,-152.15187,21.86621
 14:04:41.08,57.80358,-152.15187,24.94597
 14:04:41.28,57.80357,-152.15187,23.76729
 14:04:42.08,57.80356,-152.15187,24.19268
 14:04:43.28,57.80354,-152.15187,29.16822
 14:04:43.28,57.80354,-152.15187,25.89421
 14:04:44.08,57.80351,-152.15187,28.51103
 14:04:44.48,57.80350,-152.15187,26.90987
 14:04:44.68,57.80350,-152.15187,27.49686
 14:04:44.08,57.80351,-152.15187,27.04654
 14:04:45.28,57.80349,-152.15187,24.70529
 14:04:45.68,57.80348,-152.15187,25.18474
 14:04:46.08,57.80347,-152.15187,25.92856
 14:04:46.08,57.80347,-152.15187,23.19076
 14:04:46.68,57.80346,-152.15187,26.52153
 14:04:49.28,57.80340,-152.15187,25.88375
 14:04:52.08,57.80334,-152.15187,27.11300
 14:05:12.28,57.80287,-152.15180,33.51764
 14:05:13.28,57.80285,-152.15180,32.03853
 14:05:14.68,57.80283,-152.15180,30.49008
 14:05:14.68,57.80283,-152.15180,33.46985
 14:05:14.68,57.80283,-152.15180,32.92020
 14:05:15.08,57.80281,-152.15180,31.38714
 14:05:15.68,57.80280,-152.15180,35.72223
 14:05:15.88,57.80279,-152.15181,34.97094
 14:05:16.08,57.80279,-152.15181,33.89329
 14:05:17.28,57.80276,-152.15182,35.85964
 14:05:16.88,57.80277,-152.15182,32.04195
 14:05:16.88,57.80277,-152.15182,31.59506
 14:05:18.08,57.80274,-152.15182,33.97469
 14:05:19.28,57.80272,-152.15180,35.87756
 14:05:20.48,57.80268,-152.15180,38.36295
 14:05:24.68,57.80258,-152.15178,37.32083
 14:05:26.48,57.80255,-152.15177,33.62518
 14:05:25.28,57.80257,-152.15177,38.42668
 14:05:30.48,57.80245,-152.15175,36.32326
 14:05:29.48,57.80248,-152.15175,39.88644
 14:05:31.48,57.80243,-152.15175,39.07989
 14:05:34.68,57.80235,-152.15173,40.85431
 14:05:36.08,57.80231,-152.15173,40.92600
 14:05:37.08,57.80229,-152.15173,41.24414
 14:05:37.28,57.80229,-152.15173,35.17258
 14:05:37.28,57.80229,-152.15173,32.02029
 14:05:38.48,57.80227,-152.15173,41.15452
 14:05:38.68,57.80226,-152.15173,37.65497
 14:05:39.28,57.80224,-152.15172,32.63940
 14:05:39.48,57.80223,-152.15172,29.26680
 14:05:39.88,57.80223,-152.15172,32.13993
 14:05:39.48,57.80223,-152.15172,30.97849
 14:05:40.08,57.80222,-152.15172,31.51918
 14:05:40.88,57.80220,-152.15172,36.97089
 14:05:40.08,57.80222,-152.15172,36.18226
 14:05:39.28,57.80224,-152.15172,42.13665
 14:05:40.88,57.80220,-152.15172,31.46242
 14:05:41.48,57.80218,-152.15172,37.13519
 14:05:41.68,57.80218,-152.15172,29.53864
 14:05:41.68,57.80218,-152.15172,31.86271
 14:05:42.08,57.80217,-152.15172,36.14492
 14:05:41.48,57.80218,-152.15172,46.08539
 14:05:42.48,57.80217,-152.15172,38.80655
 14:05:42.48,57.80217,-152.15172,44.86916
 14:05:42.28,57.80217,-152.15172,37.90718
 14:05:42.88,57.80215,-152.15172,35.77122
 14:05:42.48,57.80217,-152.15172,40.77749
 14:05:43.48,57.80213,-152.15172,31.39521
 14:05:43.28,57.80214,-152.15172,46.20624
 14:05:42.48,57.80217,-152.15172,29.88516
 14:05:43.88,57.80213,-152.15171,33.42056
 14:05:42.28,57.80217,-152.15172,41.74301
 14:05:42.68,57.80216,-152.15172,38.30755
 14:05:44.28,57.80212,-152.15170,35.36973
 14:05:43.68,57.80213,-152.15171,44.02078
 14:05:45.08,57.80210,-152.15170,47.61144
 14:05:45.68,57.80208,-152.15170,36.14492
 14:05:45.28,57.80209,-152.15170,48.97106
 14:05:46.28,57.80207,-152.15170,46.02343
 14:05:47.28,57.80204,-152.15170,49.55434
 14:05:47.68,57.80203,-152.15170,46.40161
 14:05:48.08,57.80202,-152.15171,45.04391
 14:05:46.88,57.80205,-152.15170,47.73528
 14:05:48.68,57.80201,-152.15172,48.86011
 14:05:48.88,57.80201,-152.15172,47.29778
 14:05:50.08,57.80198,-152.15172,46.22238
 14:05:49.68,57.80199,-152.15172,43.22916
 14:05:49.68,57.80199,-152.15172,49.85187
 14:05:51.08,57.80196,-152.15172,51.24393
 14:05:49.88,57.80199,-152.15172,47.89054
 14:05:51.08,57.80196,-152.15172,43.86544
 14:05:51.68,57.80194,-152.15172,50.87948
 14:05:51.28,57.80195,-152.15172,47.39636
 14:05:50.48,57.80197,-152.15172,44.86119
 14:05:50.48,57.80197,-152.15172,49.54518
 14:05:50.08,57.80198,-152.15172,48.84667
 14:05:52.28,57.80192,-152.15172,50.73311
 14:05:52.08,57.80193,-152.15172,51.61093
 14:05:52.28,57.80192,-152.15172,42.11193
 14:05:52.88,57.80191,-152.15172,41.00486
 14:05:52.48,57.80192,-152.15172,49.94448
 14:05:52.28,57.80192,-152.15172,47.91614
 14:05:53.48,57.80190,-152.15173,43.27994
 14:05:53.88,57.80189,-152.15173,43.88337
 14:05:54.08,57.80188,-152.15173,44.68275
 14:05:55.08,57.80186,-152.15173,50.40750
 14:05:56.08,57.80183,-152.15174,52.39342
 14:05:56.08,57.80183,-152.15174,45.50245
 14:05:56.28,57.80182,-152.15175,49.04173
 14:05:57.28,57.80180,-152.15175,43.63692
 14:05:57.28,57.80180,-152.15175,44.92890
 14:05:58.68,57.80178,-152.15175,48.14915
 14:05:57.08,57.80181,-152.15175,48.56318
 14:06:00.88,57.80172,-152.15175,52.87197
 14:06:01.28,57.80171,-152.15175,52.16997
 14:06:00.88,57.80172,-152.15175,49.97286
 14:06:01.28,57.80171,-152.15175,50.73236
 14:06:01.88,57.80169,-152.15175,52.67661
 14:06:05.88,57.80159,-152.15175,53.77711
 14:06:06.68,57.80158,-152.15175,33.63564
 14:06:09.68,57.80151,-152.15178,29.90906
 14:06:09.48,57.80152,-152.15178,33.42888
 14:06:10.68,57.80148,-152.15179,36.58255
 14:06:11.68,57.80146,-152.15180,54.70196
 14:06:11.08,57.80147,-152.15179,37.50262
 14:06:12.88,57.80144,-152.15182,36.28895
 14:06:12.88,57.80144,-152.15182,31.33184
 14:06:14.28,57.80140,-152.15183,33.01280
 14:06:14.48,57.80140,-152.15183,45.40686
 14:06:15.68,57.80136,-152.15184,34.67968
 14:06:15.48,57.80137,-152.15183,33.16157
 14:06:15.08,57.80138,-152.15183,31.15516
 14:06:16.48,57.80135,-152.15185,29.98075
 14:06:16.28,57.80135,-152.15185,35.78197
 14:06:16.68,57.80134,-152.15185,38.84688
 14:07:39.68,57.80200,-152.15084,50.79285
 14:07:40.68,57.80201,-152.15085,50.77194
 14:07:40.68,57.80201,-152.15085,50.29100
 14:07:42.48,57.80207,-152.15085,51.06350
 14:07:42.48,57.80207,-152.15085,48.01920
 14:07:42.08,57.80204,-152.15084,50.34576
 14:07:48.88,57.80221,-152.15087,50.32187
 14:07:58.28,57.80241,-152.15090,31.49379
 14:07:59.68,57.80245,-152.15090,31.00986
 14:08:00.68,57.80247,-152.15092,44.76460
 14:08:01.88,57.80250,-152.15092,29.49981
 14:08:02.08,57.80250,-152.15092,33.17539
 14:08:01.28,57.80248,-152.15092,37.82524
 14:08:03.68,57.80253,-152.15093,28.83365
 14:08:03.68,57.80253,-152.15093,39.76098
 14:08:04.68,57.80251,-152.15099,40.08360
 14:08:04.68,57.80251,-152.15099,29.54013
 14:08:03.88,57.80252,-152.15095,38.61836
 14:08:07.28,57.80261,-152.15093,41.53092
 14:08:07.68,57.80262,-152.15093,41.01562
 14:08:10.88,57.80271,-152.15093,40.62728
 14:08:13.28,57.80276,-152.15093,39.96889
 14:08:14.08,57.80278,-152.15093,15.63154
 14:08:15.28,57.80280,-152.15093,10.14249
 14:08:18.08,57.80286,-152.15093,18.32454
 14:08:21.48,57.80293,-152.15092,26.33632
 14:08:21.48,57.80293,-152.15092,21.53732
 14:08:21.88,57.80295,-152.15092,27.96138
 14:08:22.08,57.80295,-152.15092,29.47292
 14:08:23.48,57.80298,-152.15092,25.72095
 14:08:23.88,57.80300,-152.15092,29.96044
 14:08:25.08,57.80303,-152.15092,17.10933
 14:08:26.88,57.80306,-152.15092,28.43934
 14:08:29.48,57.80312,-152.15090,20.35706
 14:08:35.28,57.80326,-152.15093,20.65459
 14:08:36.28,57.80328,-152.15093,20.90040
 14:08:37.69,57.80332,-152.15094,23.46857
 14:08:37.09,57.80330,-152.15093,20.47894
 14:08:35.88,57.80327,-152.15093,22.19899
 14:08:38.09,57.80333,-152.15094,19.37008
 14:08:37.69,57.80332,-152.15094,22.93535
 14:08:38.49,57.80333,-152.15095,21.55076
 14:08:41.09,57.80339,-152.15095,17.99296
 14:08:41.69,57.80341,-152.15095,20.26027
 14:08:42.89,57.80344,-152.15097,17.80476
 14:08:43.09,57.80344,-152.15097,19.11317
 14:08:44.29,57.80348,-152.15097,17.61208
 14:08:44.89,57.80349,-152.15097,17.24465
 14:08:47.09,57.80354,-152.15098,18.74873
 14:08:45.69,57.80350,-152.15098,20.52016
 14:08:47.69,57.80355,-152.15098,13.66445
 14:08:48.49,57.80357,-152.15098,18.57547
 14:08:48.29,57.80356,-152.15098,20.92941
 14:08:46.89,57.80353,-152.15098,20.19184
 14:08:49.69,57.80360,-152.15098,19.95557
 14:08:49.49,57.80360,-152.15098,21.98989
 14:08:48.89,57.80358,-152.15098,21.98989
 14:08:49.89,57.80361,-152.15098,23.18896
 14:08:50.49,57.80362,-152.15098,22.21990
 14:08:50.69,57.80362,-152.15098,18.30662
 14:08:50.69,57.80362,-152.15098,20.40814
 14:08:53.49,57.80368,-152.15100,21.46114
 14:08:54.09,57.80370,-152.15100,20.82038
 14:08:54.49,57.80372,-152.15100,18.92318
 14:08:54.49,57.80372,-152.15100,23.31622
 14:09:00.29,57.80385,-152.15102,30.50053
 14:09:01.29,57.80386,-152.15102,36.87018
 14:09:02.89,57.80391,-152.15102,34.85443
 14:09:03.29,57.80391,-152.15102,36.10459
 14:09:04.69,57.80395,-152.15103,35.71386
 14:09:05.09,57.80396,-152.15103,33.93810
 14:09:05.89,57.80398,-152.15103,35.03815
 14:09:05.09,57.80396,-152.15103,33.09183
 14:09:07.89,57.80402,-152.15104,35.88653
 14:09:11.09,57.80410,-152.15106,37.38313
 14:09:10.29,57.80408,-152.15105,36.75752
 14:09:12.69,57.80414,-152.15107,39.05428
 14:09:14.49,57.80418,-152.15107,39.57278
 14:10:25.09,57.80577,-152.15123,42.98122
 14:10:36.69,57.80602,-152.15125,40.87223
 14:10:38.09,57.80606,-152.15127,40.86864
 14:10:38.69,57.80607,-152.15127,40.40025
 14:10:39.49,57.80608,-152.15127,41.23667
 14:10:40.89,57.80612,-152.15127,41.17245
 14:10:40.69,57.80612,-152.15127,40.35245
 14:10:39.89,57.80610,-152.15127,38.45394
 14:10:42.29,57.80615,-152.15127,40.95468
 14:10:42.89,57.80616,-152.15127,39.03956
 14:10:47.29,57.80626,-152.15128,39.73185
 14:10:49.29,57.80631,-152.15128,40.40622
 14:10:50.29,57.80633,-152.15128,39.76770
 14:10:51.69,57.80637,-152.15128,40.83638
 14:10:52.69,57.80639,-152.15128,42.99914
 14:10:52.29,57.80638,-152.15128,41.66982
 14:10:52.49,57.80638,-152.15128,42.47638
 14:13:23.29,57.80357,-152.15000,40.44207
 14:13:24.89,57.80354,-152.15000,39.37861
 14:13:26.09,57.80351,-152.15001,40.15529
 14:16:51.70,57.80329,-152.14903,53.44552
 14:17:01.70,57.80354,-152.14903,53.08526
 14:17:06.70,57.80366,-152.14905,51.34549
